Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-total_sequences	Cutadapt_mqc-generalstats-cutadapt-percent_trimmed
SRR1795164_2	52.870105073007	51.0	9.090909090909092	47.0	41679946.0	3.3855066254964274
SRR1795165_1	58.93527108204223	51.0	9.090909090909092	47.0	38552392.0	1.8636514073586703
SRR1795165_2	59.46281711053118	51.0	9.090909090909092	47.0	38552392.0	3.6559379999549906
SRR1795166_1	52.41493352509613	51.0	9.090909090909092	48.0	38737035.0	1.9666524377440215
SRR1795166_2	42.026471320382385	51.0	27.27272727272727	47.0	38737035.0	3.2927022310465284
SRR1795167_1	51.55516607351845	51.0	9.090909090909092	48.0	39242315.0	1.6509444050932485
SRR1795167_2	52.71314381662545	51.0	9.090909090909092	47.0	39242315.0	2.9397988810163262
SRR1795168_1	54.595007523052914	51.0	9.090909090909092	48.0	38868261.0	1.7792024171487535
SRR1795168_2	55.54166172017505	51.0	9.090909090909092	47.0	38868261.0	3.506156447842332
SRR1795169_1	51.86498953344491	51.0	9.090909090909092	48.0	38440636.0	1.8083795185784495
SRR1795169_2	53.03073150858847	51.0	9.090909090909092	48.0	38440636.0	3.279098691699229
SRR1795170_1	51.755232858983106	51.0	9.090909090909092	47.0	39883019.0	1.668141364260569
SRR1795170_2	52.13637509528307	51.0	9.090909090909092	47.0	39883019.0	3.3563186279314294
SRR1795171_1	52.36711893745709	51.0	9.090909090909092	48.0	44506807.0	1.7726813400590564
SRR1795171_2	53.15925815549805	51.0	9.090909090909092	47.0	44506807.0	3.1725982420410173
SRR1795172_1	52.217149930387386	51.0	9.090909090909092	48.0	38791389.0	1.64258265526656
SRR1795172_2	53.10878602316876	51.0	9.090909090909092	47.0	38791389.0	3.1866344984803856
SRR1795173_1	49.672674729417295	50.0	18.181818181818183	48.0	53801699.0	1.5590532187468653
SRR1795173_2	49.288687690124455	50.0	9.090909090909092	48.0	53801699.0	2.6730275934222822
SRR1795174_1	48.213409175943454	50.0	18.181818181818183	48.0	52261895.0	1.9270670533473768
SRR1795174_2	48.2085586865577	50.0	9.090909090909092	48.0	52261895.0	2.4024446109349844
SRR1795175_1	50.108414710005	50.0	18.181818181818183	48.0	54335422.0	1.453477917223133
SRR1795175_2	48.81072221986765	50.0	18.181818181818183	49.0	54335422.0	2.5422988340828567
SRR1795176_1	49.148772232447826	50.0	9.090909090909092	48.0	56490547.0	1.5500540647977794
SRR1795176_2	48.703193092870556	50.0	9.090909090909092	48.0	56490547.0	2.3025781994994667
SRR1795177_1	50.787827172311836	50.0	18.181818181818183	48.0	56859677.0	1.4582379002961976
SRR1795177_2	49.63347281886307	50.0	18.181818181818183	48.0	56859677.0	2.4972611786028964
SRR1795178_1	50.572120839835534	50.0	27.27272727272727	48.0	58582794.0	1.5157041502663735
SRR1795178_2	49.737832454795814	50.0	18.181818181818183	48.0	58582794.0	2.8272284862343713
SRR1795179_1	49.20083367598811	50.0	9.090909090909092	48.0	54550442.0	1.4860978028372347
SRR1795179_2	45.746307448250754	50.0	18.181818181818183	48.0	54550442.0	2.8334907717154705
SRR1795180_1	48.91609600624146	50.0	18.181818181818183	49.0	53020881.0	1.5358032243938007
SRR1795180_2	48.3109697041588	50.0	18.181818181818183	49.0	53020881.0	3.084347768570651
SRR1795181_1	48.833993180848836	49.773263832149155	10.0	48.0	52946436.0	0.9803418983691967
SRR1795181_2	48.00258085513052	49.52251114692592	10.0	48.0	52946436.0	0.9809615955099598
SRR1795182_1	49.73993608732752	49.754669952702685	10.0	48.0	56290720.0	0.9857610875810728
SRR1795182_2	48.845494207470686	49.48320518906136	10.0	48.0	56290720.0	0.9846299086184731
SRR1795183_1	45.89333849126634	49.62511456731141	10.0	48.0	52242214.0	1.0741192395938517
SRR1795183_2	48.372566050176935	49.70445169111707	10.0	48.0	52242214.0	0.977563845812739
SRR1795184_1	47.57699797490004	50.0	27.27272727272727	48.0	52840832.0	2.0980689706021285
SRR1795184_2	48.82364891773574	50.0	9.090909090909092	48.0	52840832.0	2.642628374965784
SRR1795185_1	44.76852464251109	50.0	27.27272727272727	48.0	49586394.0	1.9757139428206858
SRR1795185_2	47.5864621273424	50.0	36.36363636363637	49.0	49586394.0	4.660184444950766
SRR1795186_1	37.22598346360431	50.0	36.36363636363637	48.0	47740649.0	2.4463314271240844
SRR1795186_2	46.66525162221195	50.0	36.36363636363637	48.0	47740649.0	4.791821242312814
SRR1795187_1	26.141770234939955	50.0	18.181818181818183	49.0	47590769.0	1.9965257127910667
SRR1795187_2	43.74095598937116	50.0	36.36363636363637	49.0	47590769.0	4.9085334595034595
SRR1795188_1	37.79133441842434	50.0	36.36363636363637	48.0	50492710.0	2.455662649123012
SRR1795188_2	48.056581468712004	50.0	36.36363636363637	49.0	50492710.0	4.811385920858675
SRR1795189_1	37.5657121988292	50.0	36.36363636363637	48.0	50622064.0	2.464291222894428
SRR1795189_2	48.018397060542085	50.0	36.36363636363637	48.0	50622064.0	4.785473978303216
SRR1795190_1	46.39910434520077	50.0	36.36363636363637	48.0	51469124.0	3.280594322918727
SRR1795190_2	47.71717049351755	50.0	36.36363636363637	48.0	51469124.0	4.594452977284012
SRR1795191_1	47.4703958055265	50.0	36.36363636363637	49.0	55260062.0	3.2841033004993734
SRR1795191_2	48.80187426674546	50.0	36.36363636363637	49.0	55260062.0	5.112499149928569
SRR1795192_1	47.34798852976686	50.0	36.36363636363637	49.0	52680120.0	3.277883839292697
SRR1795192_2	48.70351161105441	50.0	36.36363636363637	49.0	52680120.0	5.0470905153594945
SRR1795193_1	38.70631497403589	50.0	36.36363636363637	48.0	47043944.0	2.5238590965077248
SRR1795193_2	46.623742491009665	50.0	27.27272727272727	49.0	47043944.0	4.694186057189423
SRR1795194_1	46.5301279838293	50.0	36.36363636363637	48.0	46530478.0	3.560328092911489
SRR1795194_2	45.4198497364404	50.0	27.27272727272727	49.0	46530478.0	4.497181395815448
SRR1795195_1	39.33243002256266	75.0	36.36363636363637	49.0	54567462.0	1.425429461974977
SRR1795195_2	43.03899453113363	47.67982406804993	27.27272727272727	48.0	54567462.0	4.913611612423278
SRR1795196_1	39.525000630614024	50.0	36.36363636363637	49.0	46665392.0	2.5510186221086495
SRR1795196_2	46.8240332020335	50.0	27.27272727272727	49.0	46665392.0	4.350393799327776
SRR1795197_1	48.29845809825976	50.0	9.090909090909092	48.0	52213268.0	1.562826368194383
SRR1795197_2	48.00663570696994	50.0	9.090909090909092	49.0	52213268.0	2.336371092497026
SRR1795198_1	50.186050561992964	50.0	27.27272727272727	48.0	60754021.0	1.9302895523573658
SRR1795198_2	50.45078288378669	50.0	18.181818181818183	48.0	60754021.0	2.323221667912318
SRR1795199_1	50.04289619837691	50.0	18.181818181818183	48.0	55102329.0	1.4579126410428132
SRR1795199_2	49.17444716407686	50.0	9.090909090909092	48.0	55102329.0	2.8031341470158186
SRR1795200_1	50.755694791904205	50.0	18.181818181818183	49.0	57319842.0	1.4613376638407343
SRR1795200_2	49.788410900463255	50.0	9.090909090909092	49.0	57319842.0	2.8183028487761708
SRR1795201_1	40.05440516918093	50.0	27.27272727272727	49.0	53663341.0	2.949479384818772
SRR1795201_2	45.62955130236121	50.0	18.181818181818183	49.0	53663341.0	2.481622789755114
SRR1795202_1	50.470267589937365	50.0	18.181818181818183	48.0	57827604.0	1.4840417735446898
SRR1795202_2	46.96889973500367	50.0	18.181818181818183	48.0	57827604.0	2.9325857249766045
SRR1795203_1	40.62155607450661	50.0	27.27272727272727	48.0	52407254.0	2.9296583255440174
SRR1795203_2	45.909568486166165	50.0	18.181818181818183	48.0	52407254.0	2.5995947049620267
SRR1795204_1	48.113305827420525	50.0	9.090909090909092	48.0	51125129.0	1.5440508717347197
SRR1795204_2	47.769507362326394	50.0	9.090909090909092	48.0	51125129.0	2.2788169786329537
SRR1795205_1	49.78478406011961	50.0	9.090909090909092	49.0	52918377.0	1.4649333633191357
SRR1795205_2	48.74923210098762	50.0	18.181818181818183	49.0	52918377.0	2.492963606952647
SRR1795206_1	48.931235378098215	50.0	9.090909090909092	48.0	52715123.0	1.4487954054475032
SRR1795206_2	47.97881934008698	50.0	9.090909090909092	48.0	52715123.0	2.751194339430831
SRR1795207_1	33.472726244729586	49.1901237973204	10.0	48.0	54729456.0	1.2214025846557282
SRR1795207_2	46.04080582189882	49.68229126925727	10.0	48.0	54729456.0	0.978928176661549
SRR1795208_1	48.49959679436504	49.750767113792726	10.0	48.0	51822820.0	0.9828203325318015
SRR1795208_2	47.71704369749274	49.614087596931235	10.0	48.0	51822820.0	0.9814935805657785
SRR1795209_1	46.826695823725814	50.0	27.27272727272727	49.0	51324109.0	2.12988192352253
SRR1795209_2	48.45820138556157	50.0	9.090909090909092	49.0	51324109.0	2.740819212273125
SRR1795210_1	50.15888850085541	50.0	18.181818181818183	48.0	56367065.0	1.4464360704251678
SRR1795210_2	49.20564428331723	50.0	9.090909090909092	48.0	56367065.0	2.6938777812894816
SRR1795211_1	49.90059434955676	50.0	9.090909090909092	48.0	52404810.0	1.5672297256683116
SRR1795211_2	49.33752275714303	50.0	18.181818181818183	48.0	52404810.0	2.789850588142577
SRR1795212_1	47.78715784139857	50.0	27.27272727272727	49.0	53181296.0	2.1691146451188406
SRR1795212_2	48.67511396297344	50.0	9.090909090909092	49.0	53181296.0	2.623605261519012
SRR1795213_1	35.92329289225435	50.0	36.36363636363637	48.0	45824332.0	2.4776008082343677
SRR1795213_2	46.005549521728916	50.0	36.36363636363637	49.0	45824332.0	4.697078530244587
SRR1795214_1	27.269185573782053	50.0	18.181818181818183	48.0	50871457.0	1.8960078929919386
SRR1795214_2	45.16722666772108	50.0	36.36363636363637	48.0	50871457.0	4.914782094800233
SRR1795215_1	37.896375073645	50.0	36.36363636363637	48.0	52820634.0	2.4358202516084906
SRR1795215_2	48.00001513625403	50.0	36.36363636363637	49.0	52820634.0	4.764109268359028
SRR1795216_1	37.600990330384164	50.0	36.36363636363637	49.0	51159553.0	2.447087487257756
SRR1795216_2	47.078590317510084	50.0	36.36363636363637	49.0	51159553.0	4.751424235469766
SRR1795217_1	37.61504553566394	50.0	36.36363636363637	48.0	44954230.0	2.6913370332447024
SRR1795217_2	46.061201671999896	50.0	36.36363636363637	49.0	44954230.0	4.7942801823098735
SRR1795218_1	45.23444162154882	50.0	36.36363636363637	48.0	48642926.0	3.267066417838434
SRR1795218_2	46.79748049801737	50.0	36.36363636363637	48.0	48642926.0	4.9722436105097785
SRR1795219_1	35.71219278027132	50.0	36.36363636363637	49.0	45249638.0	2.560070381115535
SRR1795219_2	45.32075042241775	50.0	27.27272727272727	49.0	45249638.0	4.643372483996447
SRR1795220_1	43.31145372791044	50.0	36.36363636363637	49.0	44725194.0	3.1371380971539216
SRR1795220_2	45.18312280200802	50.0	27.27272727272727	49.0	44725194.0	4.542425953479374
SRR1795221_1	53.51993187513896	51.0	9.090909090909092	48.0	39536287.0	1.6816833033787466
SRR1795221_2	52.53424707497398	51.0	9.090909090909092	48.0	39536287.0	3.18523980013502
SRR1795222_1	53.5301987431503	51.0	9.090909090909092	47.0	42643875.0	1.6810181863577058
SRR1795222_2	52.26260553782191	51.0	9.090909090909092	47.0	42643875.0	3.270191998816464
SRR1795223_1	57.958281860035065	51.0	9.090909090909092	47.0	41448042.0	1.9761573051000132
SRR1795223_2	56.92319250616067	51.0	9.090909090909092	46.0	41448042.0	3.8378638763504176
SRR1795224_1	53.348380666255565	51.0	9.090909090909092	47.0	42050265.0	1.8067391676203166
SRR1795224_2	51.74606209376139	51.0	9.090909090909092	47.0	42050265.0	4.10983742768747
SRR1795225_1	54.1382261481975	51.0	9.090909090909092	47.0	39624609.0	1.8015324175705765
SRR1795225_2	52.78409191583078	51.0	9.090909090909092	47.0	39624609.0	3.29174448725271
SRR1795226_1	53.542203469499796	51.0	9.090909090909092	47.0	38995993.0	1.596897555150165
SRR1795226_2	51.9867208072607	51.0	9.090909090909092	47.0	38995993.0	3.293158712938713
SRR1795227_1	53.75643277279643	51.0	9.090909090909092	47.0	40761612.0	1.744527929568519
SRR1795227_2	52.64288089431821	51.0	9.090909090909092	47.0	40761612.0	3.5465109653064903
SRR1795228_1	56.25718239129706	51.0	9.090909090909092	47.0	42038040.0	1.7557085691631562
SRR1795228_2	53.892320012917075	51.0	18.181818181818183	47.0	42038040.0	4.2940803978827695
